MID,MID Type,DBA,Client ID,Partner,Submitted Date,Approval Date,Related Acquiring MID,Rep,,,
15224,Gateway,Mercy Fairfield Liberty,10004404 - Mercy Health,Experian Health,2021-05-04,2021-05-04,1239220055019757,AxiaMed House,,,
15228,Gateway,"Counseling Services of Greater Boston, LLC","10001593 - Counseling Services of Greater Boston, LLC",Office Ally,2021-05-04,2021-05-04,1239220055042734,AxiaMed House,,,
15229,Gateway,Mercy Fairfield Card Office,10004404 - Mercy Health,Experian Health,2021-05-04,2021-05-04,1239220055019799,AxiaMed House,,,
15230,Gateway,Mercy Diag North,10004404 - Mercy Health,Experian Health,2021-05-04,2021-05-04,1239220055013016,AxiaMed House,,,
15231,Gateway,Mercy Diag Digest,10004404 - Mercy Health,Experian Health,2021-05-04,2021-05-04,1239220055011887,AxiaMed House,,,
15232,Gateway,Mercy Defiance Hospital,10004404 - Mercy Health,Experian Health,2021-05-04,2021-05-04,1239220055015649,AxiaMed House,,,
15233,Gateway,Mercy Defiance,10004404 - Mercy Health,Experian Health,2021-05-04,2021-05-04,1239220055014667,AxiaMed House,,,
15235,Gateway,Victoria Morales,"10008697 - Active Care Chiropractic, Inc.",Office Ally,2021-05-05,2021-05-05,1239220055042718,AxiaMed House,,,
15236,Gateway,Medsurg Vision,10008773 - Medsurge Vision,Office Ally,2021-05-05,2021-05-05,1239220055042635,AxiaMed House,,,
15237,Gateway,"Apex Pediatrics, Inc.",10008780 - Apex Pediatrics,Office Ally,2021-05-05,2021-05-05,1239220055042544,AxiaMed House,,,
15238,Gateway,Mercy Coumadin GI,10004404 - Mercy Health,Experian Health,2021-05-05,2021-05-05,1239220055013008,AxiaMed House,,,
15239,Gateway,Mercy Clinton ST,10004404 - Mercy Health,Experian Health,2021-05-05,2021-05-05,1239220055014782,AxiaMed House,,,
15240,Gateway,Mercy Clermont PT,10004404 - Mercy Health,Experian Health,2021-05-05,2021-05-05,1239220055017934,AxiaMed House,,,
13452,Gateway,EXP AIKEN HOSPITAL,10007436 - UHS of Delaware,Experian Health,2019-04-29,2019-04-29,,AxiaMed House,,,
13455,Gateway,EXP AIKENS PROFL,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13456,Gateway,EXP CENTENNINAL HILLS,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13457,Gateway,EXP CORONA HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13458,Gateway,EXP DESERT SPRINGS HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13459,Gateway,EXP DESERT VIEW HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13460,Gateway,EXP DOCTORS OF LAREDO,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13461,Gateway,EXP WELLINGTON HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13462,Gateway,EXP FORT DUNCAN,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13463,Gateway,EXP GWU HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13464,Gateway,EXP HENDERSON HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13465,Gateway,EXP LAKEWOOD RANCH,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13466,Gateway,EXP MANATEE HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13467,Gateway,EXP NORTHERN NEVADA HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13468,Gateway,EXP NORTHWEST TEXAS,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13469,Gateway,EXP PALMDALE HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13470,Gateway,EXP SOUTH TEXAS HEALTH,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13471,Gateway,EXP SOUTHWEST HLTHCARE,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13472,Gateway,EXP SPRING VALLEY,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13473,Gateway,EXP ST MARYS HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13474,Gateway,EXP SUMMERLIN HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13475,Gateway,EXP TEMECULA VALLEY,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13476,Gateway,EXP TEXOMA MEDICAL,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13477,Gateway,EXP VALLEY HOSP,10007436 - UHS of Delaware,Experian Health,2019-05-08,2019-05-08,,AxiaMed House,,,
13564,Gateway,Blessing Hospital,10000782 - Blessing HealthCare,Experian Health,2020-03-27,2020-03-27,,AxiaMed House,,,
14350,Gateway,CHILDRENS NATL.MEDICAL,10002555 - Experian Health,Experian Health,2020-12-23,2020-12-23,,AxiaMed House,,,
187528,Gateway,Noble Hospital,10000693 - Baystate Noble Hospital,Experian Health,2014-02-06,2014-02-06,,AxiaMed House,,,
187531,Gateway,Coast Plaza Dr Hospital,10001444 - Coast Plaza Hospital,Experian Health,2014-02-06,2014-02-06,,AxiaMed House,,,
190359,Gateway,CGH Medical Center,10001171 - CGH Medical Center,Experian Health,2014-03-10,2014-03-10,,AxiaMed House,,,
190400,Gateway,BEAUFT MEM HOSP-9010 BMH,10000705 - Beaufort Memorial Hospital,Experian Health,2014-03-10,2014-03-10,,AxiaMed House,,,
195550,Gateway,Ochsner Clinic L.L.C.,10004982 - Ochsner Health System,Experian Health,2014-04-30,2014-04-30,,AxiaMed House,,,
201887,Gateway,Boys Town National Research Hospital Patient Portal ,10000918 - Boys Town National Research Hospital,Experian Health,2014-07-07,2014-07-07,,AxiaMed House,,,
207228,Gateway,CCP Internet Payments,10001494 - Community Care Physicians P.C.,Experian Health,2014-09-08,2014-09-08,,AxiaMed House,,,
207952,Gateway,City of Hope - Pomona ,10001377 - City of Hope,Experian Health,2014-09-15,2014-09-15,,AxiaMed House,,,
207955,Gateway,City of Hope - Rancho Cucamonga ,10001377 - City of Hope,Experian Health,2014-09-15,2014-09-15,,AxiaMed House,,,
207956,Gateway,City of Hope - Corona ,10001377 - City of Hope,Experian Health,2014-09-15,2014-09-15,,AxiaMed House,,,
207958,Gateway,City of Hope - West Covina ,10001377 - City of Hope,Experian Health,2014-09-15,2014-09-15,,AxiaMed House,,,
207959,Gateway,City of Hope - Glendora ,10001377 - City of Hope,Experian Health,2014-09-15,2014-09-15,,AxiaMed House,,,
208022,Gateway,Allegiance Health,10003211 - Henry Ford Allegiance Health,Experian Health,2014-09-15,2014-09-15,,AxiaMed House,,,
209247,Gateway,UNION HOS PAT ACCTS,10007450 - Union Hospital,Experian Health,2014-09-30,2014-09-30,,AxiaMed House,,,
209693,Gateway,SJHS Mission - Center for Sports &amp; Wellness ,10006729 - St. Joseph Health,Experian Health,2014-10-06,2014-10-06,,AxiaMed House,,,
211491,Gateway,City of Hope - Mission Hills,10001377 - City of Hope,Experian Health,2014-10-27,2014-10-27,,AxiaMed House,,,
211493,Gateway,City of Hope - Simi Valley,10001377 - City of Hope,Experian Health,2014-10-27,2014-10-27,,AxiaMed House,,,
211909,Gateway,SJHS CA - St. Jude Medical Center     ,10006729 - St. Joseph Health,Experian Health,2014-10-31,2014-10-31,,AxiaMed House,,,
211922,Gateway,Lifepoint Riverton Memorial Hospital,10004033 - LifePoint Health,Experian Health,2014-10-31,2014-10-31,,AxiaMed House,,,
212054,Gateway,SJHS St Mary Medical Center,10006729 - St. Joseph Health,Experian Health,2014-11-03,2014-11-03,,AxiaMed House,,,
212066,Gateway,Lifepoint Bluegrass Community Hospital,10004033 - LifePoint Health,Experian Health,2014-11-03,2014-11-03,,AxiaMed House,,,
212074,Gateway,Lifepoint Lander Valley Medical Center,10004033 - LifePoint Health,Experian Health,2014-11-03,2014-11-03,,AxiaMed House,,,
212077,Gateway,Lifepoint Ashley Regional Medical Center,10004033 - LifePoint Health,Experian Health,2014-11-03,2014-11-03,,AxiaMed House,,,
212220,Gateway,O'Connor Hospital ,10007616 - Verity Health System,Experian Health,2014-11-04,2014-11-04,,AxiaMed House,,,
212325,Gateway,St. Mary's - Georgia Family Medicine,10006766 - St. Mary's Medical Group,Experian Health,2014-11-05,2014-11-05,,AxiaMed House,,,
212330,Gateway,LifeSpan Health,10004034 - LifeSpan Health,Experian Health,2014-11-05,2014-11-05,,AxiaMed House,,,
212333,Gateway,St. Mary's - Good Samaritan Hospital,10006766 - St. Mary's Medical Group,Experian Health,2014-11-05,2014-11-05,,AxiaMed House,,,
212336,Gateway,Dr Eric Silver MD ,10002555 - Experian Health,Experian Health,2014-11-05,2014-11-05,,AxiaMed House,,,
212882,Gateway,Imaging Associates of Providence (Abbott),10003381 - Imaging Associates of Providence (Abbott),Experian Health,2014-11-12,2014-11-12,,AxiaMed House,,,
213536,Gateway,Mid Atlantic Federal Credit Union,10004478 - Mid Atlantic Federal Credit Union,Experian Health,2014-11-20,2014-11-20,,AxiaMed House,,,
214738,Gateway,City of Hope Glendora Urology,10001377 - City of Hope,Experian Health,2014-12-08,2014-12-08,,AxiaMed House,,,
215019,Gateway,American Medical Response - CO (001) AMR,10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215021,Gateway,American Medical Response - NCA (004) AMR,10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215022,Gateway,American Medical Response - OR (014) AMR,10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215023,Gateway,American Medical Response - HI (014) AMR,10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215024,Gateway,American Medical Response - WA (014) AMR,10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215025,Gateway,American Medical Response - CA - (020) AMR - Torrance,10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215026,Gateway,American Medical Response - NV (010) AMR,10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215027,Gateway,"MedicWest Ambulance, Inc. - MedicWest (300)",10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215029,Gateway,American Medical Response - Ohio Valley,10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215030,Gateway,"American Medical Response - South Central, Dept South Central",10000306 - American Medical Response (AMR),Experian Health,2014-12-11,2014-12-11,,AxiaMed House,,,
215307,Gateway,Spectrum Health ,10006600 - Spectrum Health,Experian Health,2014-12-15,2014-12-15,,AxiaMed House,,,
215482,Gateway,St. Vincent (CA),10007616 - Verity Health System,Experian Health,2014-12-17,2014-12-17,,AxiaMed House,,,
215483,Gateway,St. Francis,10007616 - Verity Health System,Experian Health,2014-12-17,2014-12-17,,AxiaMed House,,,
215582,Gateway,St Louise Region Hos 41,10007616 - Verity Health System,Experian Health,2014-12-18,2014-12-18,,AxiaMed House,,,
215760,Gateway,DHCU COMMUNITY CREDIT UNION,10002071 - Denver Health,Experian Health,2014-12-22,2014-12-22,,AxiaMed House,,,
217336,Gateway,Associates for Behavioral Health,10000545 - Associates for Behavioral Healthcare,Experian Health,2015-01-13,2015-01-13,,AxiaMed House,,,
218535,Gateway,Christus Hospital - St. Elizabeth,10001348 - CHRISTUS Health,Experian Health,2015-01-26,2015-01-26,,AxiaMed House,,,
218537,Gateway,Christus Hospital - St. Mary,10001348 - CHRISTUS Health,Experian Health,2015-01-26,2015-01-26,,AxiaMed House,,,
218538,Gateway,Christus Jasper Memorial Hospital,10001348 - CHRISTUS Health,Experian Health,2015-01-26,2015-01-26,,AxiaMed House,,,
221110,Gateway,SJHS CA - CMC Surgical Assessment,10001620 - Covenant Health,Experian Health,2015-02-25,2015-02-25,,AxiaMed House,,,
221111,Gateway,SJHS CA Covenant Med Ctr (JACC Adult),10001620 - Covenant Health,Experian Health,2015-02-25,2015-02-25,,AxiaMed House,,,
221112,Gateway,SJHS CA Covenant Med Ctr (Ancillary Child),10001620 - Covenant Health,Experian Health,2015-02-25,2015-02-25,,AxiaMed House,,,
221114,Gateway,SJHS CA Covenant Med Ctr (SAS Child),10001620 - Covenant Health,Experian Health,2015-02-25,2015-02-25,,AxiaMed House,,,
221115,Gateway,SJHS CA - CCH W&amp;C Registration     ,10001620 - Covenant Health,Experian Health,2015-02-25,2015-02-25,,AxiaMed House,,,
221118,Gateway,SJHS CA Covenant Med Ctr (ED Child),10001620 - Covenant Health,Experian Health,2015-02-25,2015-02-25,,AxiaMed House,,,
221120,Gateway,SJHS CA - Covenant Hospital Levelland (Texas)        ,10001620 - Covenant Health,Experian Health,2015-02-25,2015-02-25,,AxiaMed House,,,
224946,Gateway,King's Daughter's Health ,10003785 - King's Daughters' Health,Experian Health,2015-04-14,2015-04-14,,AxiaMed House,,,
225468,Gateway,Tyler Urgent Care,"10003879 - Lake Health, Inc. (formerly Lake Hospital System)",Experian Health,2015-04-20,2015-04-20,,AxiaMed House,,,
225472,Gateway,Lake Hospital System - Main ,"10003879 - Lake Health, Inc. (formerly Lake Hospital System)",Experian Health,2015-04-20,2015-04-20,,AxiaMed House,,,
226428,Gateway,SJHS CA - Redwood Memorial Hospital         ,10006729 - St. Joseph Health,Experian Health,2015-04-29,2015-04-29,,AxiaMed House,,,
226430,Gateway,SJHS CA - St. Joseph Hospital - Eureka          ,10006729 - St. Joseph Health,Experian Health,2015-04-29,2015-04-29,,AxiaMed House,,,
226431,Gateway,SJHS CA - Queen of the Valley Medical Center          ,10002454 - Emanate Health,Experian Health,2015-04-29,2015-04-29,,AxiaMed House,,,
226434,Gateway,SJHS CA - Santa Rosa Memorial Hospital       ,10006729 - St. Joseph Health,Experian Health,2015-04-29,2015-04-29,,AxiaMed House,,,
226436,Gateway,SJHS CA - Petaluma Valley Hospital   ,10006729 - St. Joseph Health,Experian Health,2015-04-29,2015-04-29,,AxiaMed House,,,
228546,Gateway,Mammoth Hospital,10004197 - Mammoth Hospital,Experian Health,2015-05-21,2015-05-21,,AxiaMed House,,,
228583,Gateway,SJHS CA - Admitting Adult,10001620 - Covenant Health,Experian Health,2015-05-21,2015-05-21,,AxiaMed House,,,
228584,Gateway,SJHS CA - CMC Adult ER,10001620 - Covenant Health,Experian Health,2015-05-21,2015-05-21,,AxiaMed House,,,
228674,Gateway,St. Josephs Hospital - Breese,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228678,Gateway,St Anthonys Memorial Hospital,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228680,Gateway,St Francis Hospital,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228682,Gateway,St. Josephs Hospital Highland,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228684,Gateway,St Elizabeths Hospital,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228686,Gateway,St Marys Decatur,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228687,Gateway,St Marys Streator,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228688,Gateway,St Johns Hospital,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228692,Gateway,Sacred Heart Hospital,10005912 - Sacred Heart Hospital,Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
228694,Gateway,St. Josephs Hospital,"10003340 - HSHS Medical Group, Inc",Experian Health,2015-05-22,2015-05-22,,AxiaMed House,,,
229722,Gateway,St. Mary's Sacred Heart Hospital,10006766 - St. Mary's Medical Group,Experian Health,2015-06-05,2015-06-05,,AxiaMed House,,,
230445,Gateway,Christus St Michael Rehabilitation Hospital,10001348 - CHRISTUS Health,Experian Health,2015-06-12,2015-06-12,,AxiaMed House,,,
230447,Gateway,Christus St Michael Hospital Atlanta,10001348 - CHRISTUS Health,Experian Health,2015-06-12,2015-06-12,,AxiaMed House,,,
230448,Gateway,Christus St Michael Health System,10001348 - CHRISTUS Health,Experian Health,2015-06-12,2015-06-12,,AxiaMed House,,,
233484,Gateway,Citizens Plaza A,10001368 - Citizens Medical Center,Experian Health,2015-07-15,2015-07-15,,AxiaMed House,,,
234641,Gateway,Christus Santa Rosa Childrens Hospital,10001348 - CHRISTUS Health,Experian Health,2015-07-28,2015-07-28,,AxiaMed House,,,
234642,Gateway,Christus Santa Rosa Hospital - Alamo Heights,10001348 - CHRISTUS Health,Experian Health,2015-07-28,2015-07-28,,AxiaMed House,,,
235528,Gateway,Aegis Labs,10000170 - Aegis Sciences Corporation,Experian Health,2015-08-06,2015-08-06,,AxiaMed House,,,
235531,Gateway,Aegis Labs - Medical Records,10000170 - Aegis Sciences Corporation,Experian Health,2015-08-06,2015-08-06,,AxiaMed House,,,
235590,Gateway,Pueblo Medical Imaging Charleston ,10005618 - Pueblo Medical Imaging Charleston,Experian Health,2015-08-06,2015-08-06,,AxiaMed House,,,
235595,Gateway,Pueblo Medical Imaging Parkway,10005622 - Pueblo Medical Imaging Parkway,Experian Health,2015-08-06,2015-08-06,,AxiaMed House,,,
235596,Gateway,Pueblo Medical Imaging Jeffreys,10005620 - Pueblo Medical Imaging Jeffreys,Experian Health,2015-08-06,2015-08-06,,AxiaMed House,,,
235597,Gateway,Pueblo Medical Imaging Lakemead,10005621 - Pueblo Medical Imaging Lakemead,Experian Health,2015-08-06,2015-08-06,,AxiaMed House,,,
236566,Gateway,Christus Coushatta Health Center,10001348 - CHRISTUS Health,Experian Health,2015-08-17,2015-08-17,,AxiaMed House,,,
236567,Gateway,Christus St. Frances Cabrini Hospital,10001348 - CHRISTUS Health,Experian Health,2015-08-17,2015-08-17,,AxiaMed House,,,
236579,Gateway,Christus Spohn Hospital Alice,10001348 - CHRISTUS Health,Experian Health,2015-08-17,2015-08-17,,AxiaMed House,,,
236581,Gateway,Christus Spohn Hospital Beeville,10001348 - CHRISTUS Health,Experian Health,2015-08-17,2015-08-17,,AxiaMed House,,,
236582,Gateway,Christus Spohn Hospital Kleberg,10001348 - CHRISTUS Health,Experian Health,2015-08-17,2015-08-17,,AxiaMed House,,,
236583,Gateway,Christus Spohn Hospital Memorial,10001348 - CHRISTUS Health,Experian Health,2015-08-17,2015-08-17,,AxiaMed House,,,
236587,Gateway,Christus Spohn Hospital South,10001348 - CHRISTUS Health,Experian Health,2015-08-17,2015-08-17,,AxiaMed House,,,
237326,Gateway,Erlanger Health System,10002510 - Erlanger Health System,Experian Health,2015-08-24,2015-08-24,,AxiaMed House,,,
237598,Gateway,PUEBLO MEDICAL IMAGING CHEYENNE,10005619 - PUEBLO MEDICAL IMAGING CHEYENNE,Experian Health,2015-08-26,2015-08-26,,AxiaMed House,,,
237682,Gateway,Aegis - Sports,10000170 - Aegis Sciences Corporation,Experian Health,2015-08-27,2015-08-27,,AxiaMed House,,,
240433,Gateway,Blessing -  Hospital,10000782 - Blessing HealthCare,Experian Health,2015-09-24,2015-09-24,,AxiaMed House,,,
240907,Gateway,Blount Memorial Hospital,"10000790 - Blount Memorial Hospital, Inc.",Experian Health,2015-09-30,2015-09-30,,AxiaMed House,,,
241816,Gateway,Denver Health Medical Center,10002071 - Denver Health,Experian Health,2015-10-12,2015-10-12,,AxiaMed House,,,
242985,Gateway,ST TAMMANY PARISH HOSPITAL,10004982 - Ochsner Health System,Experian Health,2015-10-26,2015-10-26,,AxiaMed House,,,
243003,Gateway,SJHS CA - Covenant Hospital Plainview,10001620 - Covenant Health,Experian Health,2015-10-26,2015-10-26,,AxiaMed House,,,
243915,Gateway,CHESAPEAKE GENERAL HOSPITAL,10001217 - Chesapeake Regional Healthcare,Experian Health,2015-11-03,2015-11-03,,AxiaMed House,,,
244968,Gateway,SJHS CA - St Joseph Hosp - Orange    ,10006729 - St. Joseph Health,Experian Health,2015-11-11,2015-11-11,,AxiaMed House,,,
245001,Gateway,SJHS CA MISSION HOSPITAL,10006729 - St. Joseph Health,Experian Health,2015-11-11,2015-11-11,,AxiaMed House,,,
245530,Gateway,SJHS CA Covenant Medical Center (Ancillary Adult),10001620 - Covenant Health,Experian Health,2015-11-17,2015-11-17,,AxiaMed House,,,
245532,Gateway,SJHS CA Covenant Medical Center (PrePAS Child)    ,10001620 - Covenant Health,Experian Health,2015-11-17,2015-11-17,,AxiaMed House,,,
245534,Gateway,SJHS CA Covenant Medical Center (Specialty)  ,10001620 - Covenant Health,Experian Health,2015-11-17,2015-11-17,,AxiaMed House,,,
245535,Gateway,SJHS CA Covenant Medical Center (PrePAS Adult)   ,10001620 - Covenant Health,Experian Health,2015-11-17,2015-11-17,,AxiaMed House,,,
245536,Gateway,SJHS CA Covenant Medical Center (JACC Child)      ,10001620 - Covenant Health,Experian Health,2015-11-17,2015-11-17,,AxiaMed House,,,
246068,Gateway,Aegis Direct Bill ,10000170 - Aegis Sciences Corporation,Experian Health,2015-11-24,2015-11-24,,AxiaMed House,,,
246424,Gateway,Victor Valley Global Medical Center,10007630 - Victor Valley Global Medical Center,Experian Health,2015-12-01,2015-12-01,,AxiaMed House,,,
246682,Gateway,Northeast Georgia Physicians Group Urgent Care LLC,10004884 - Northeast Georgia Health System,Experian Health,2015-12-03,2015-12-03,,AxiaMed House,,,
247334,Gateway,Norwegian American Hospital,10004924 - Norwegian American Hospital,Experian Health,2015-12-09,2015-12-09,,AxiaMed House,,,
251292,Gateway,Boca Raton Community Hospital,10000818 - Boca Raton Regional Hospital,Experian Health,2016-01-25,2016-01-25,,AxiaMed House,,,
251344,Gateway,The Surgery Center of Chesapeake,10001217 - Chesapeake Regional Healthcare,Experian Health,2016-01-25,2016-01-25,,AxiaMed House,,,
251730,Gateway,ST JOSEPH AMBULATORY CARE INC,10006729 - St. Joseph Health,Experian Health,2016-01-28,2016-01-28,,AxiaMed House,,,
251731,Gateway,ST JOSEPH HEALTHCARE,10001620 - Covenant Health,Experian Health,2016-01-28,2016-01-28,,AxiaMed House,,,
255722,Gateway,VAL VERDE HOSPITAL CORP.,10007565 - Val Verde Regional Medical Center,Experian Health,2016-03-14,2016-03-14,,AxiaMed House,,,
255825,Gateway,TERREBONNE GENERAL MC ,10007053 - Terrebonne General Medical Center,Experian Health,2016-03-14,2016-03-14,,AxiaMed House,,,
257109,Gateway,Yale GREENWICH HOSPITAL,10007927 - Yale New Haven Health,Experian Health,2016-03-29,2016-03-29,,AxiaMed House,,,
257110,Gateway,YALE NEW HAVEN HOSPITAL,10007927 - Yale New Haven Health,Experian Health,2016-03-29,2016-03-29,,AxiaMed House,,,
257112,Gateway,Yale BRIDGEPORT HOSPITAL,10007927 - Yale New Haven Health,Experian Health,2016-03-29,2016-03-29,,AxiaMed House,,,
257114,Gateway,YALE NEW HAVEN HEALTH SE,10007927 - Yale New Haven Health,Experian Health,2016-03-29,2016-03-29,,AxiaMed House,,,
257719,Gateway,Lafayette General - ST MARTIN HOSPITAL,10003856 - Lafayette General Medical Center,Experian Health,2016-04-04,2016-04-04,,AxiaMed House,,,
257720,Gateway,OLD LAFAYETTE GENERAL MEDICAL CENTER,10003856 - Lafayette General Medical Center,Experian Health,2016-04-04,2016-04-04,,AxiaMed House,,,
257772,Gateway,LAFAYETTE UNIVERSITY HOSPITAL AND CLINICS,10003856 - Lafayette General Medical Center,Experian Health,2016-04-05,2016-04-05,,AxiaMed House,,,
257784,Gateway,OLD LAFAYETTE HEALTH VENTURES,10003856 - Lafayette General Medical Center,Experian Health,2016-04-05,2016-04-05,,AxiaMed House,,,
257787,Gateway,LAFAYETTE ABROM KAPLAN MEMORIAL HOSPITAL,10003856 - Lafayette General Medical Center,Experian Health,2016-04-05,2016-04-05,,AxiaMed House,,,
257797,Gateway,LAFAYETTE ACADIA GENERAL HOSPITAL,10003856 - Lafayette General Medical Center,Experian Health,2016-04-05,2016-04-05,,AxiaMed House,,,
259670,Gateway,LAFAYETTE GENERAL SURGICAL HOSPITAL,10003856 - Lafayette General Medical Center,Experian Health,2016-04-26,2016-04-26,,AxiaMed House,,,
260165,Gateway,OLD Lafayette OIL CENTER SURGICAL PLAZA,10003856 - Lafayette General Medical Center,Experian Health,2016-05-02,2016-05-02,,AxiaMed House,,,
260471,Gateway,LIBERTY HOSP CEN BUS OFF,10004009 - Liberty Hospital,Experian Health,2016-05-04,2016-05-04,,AxiaMed House,,,
260472,Gateway,THE SURGEONS CLINIC,10004009 - Liberty Hospital,Experian Health,2016-05-04,2016-05-04,,AxiaMed House,,,
260568,Gateway,Imperial Health LLP,"10003383 - Imperial Health, LLP",Experian Health,2016-05-05,2016-05-05,,AxiaMed House,,,
260747,Gateway,Ochsner - St. Charles Parish,10004982 - Ochsner Health System,Experian Health,2016-05-06,2016-05-06,,AxiaMed House,,,
260972,Gateway,FMOLHS Our Lady of Lourdes Regional Medical Ctr,10002751 - Franciscan Health,Experian Health,2016-05-09,2016-05-09,,AxiaMed House,,,
261029,Gateway,VALLEY HEALTH URGENT CARE CENTER,10007573 - Valley Health (VA),Experian Health,2016-05-10,2016-05-10,,AxiaMed House,,,
261035,Gateway,VALLEY HEALTH - SHENANDOAH MEMORIAL HOSPITAL,10007573 - Valley Health (VA),Experian Health,2016-05-10,2016-05-10,,AxiaMed House,,,
261039,Gateway,VALLEY HEALTH - WAR Mem Hosp PB,10007573 - Valley Health (VA),Experian Health,2016-05-10,2016-05-10,,AxiaMed House,,,
261042,Gateway,VALLEY HEALTH - HAMPSHIRE MEMORIAL HOSPITAL,10007573 - Valley Health (VA),Experian Health,2016-05-10,2016-05-10,,AxiaMed House,,,
261043,Gateway,VALLEY HEALTH - WAR MEMORIAL HOSPITAL,10007573 - Valley Health (VA),Experian Health,2016-05-10,2016-05-10,,AxiaMed House,,,
261051,Gateway,VALLEY HEALTH EPIC,10007573 - Valley Health (VA),Experian Health,2016-05-10,2016-05-10,,AxiaMed House,,,
261989,Gateway,Cincinnati Children's Hospital Medical Center,10001362 - Cincinnati Children's Hospital Medical Center,Experian Health,2016-05-18,2016-05-18,,AxiaMed House,,,
261991,Gateway,Cincinnati Children's Physicians,10001362 - Cincinnati Children's Hospital Medical Center,Experian Health,2016-05-18,2016-05-18,,AxiaMed House,,,
262649,Gateway,Verity Health - St Louise Regional Hospital,10007616 - Verity Health System,Experian Health,2016-05-24,2016-05-24,,AxiaMed House,,,
262650,Gateway,Verity Health - O Connor Hospital,10007616 - Verity Health System,Experian Health,2016-05-24,2016-05-24,,AxiaMed House,,,
262652,Gateway,Verity Health - Seton Medical Center ,10007616 - Verity Health System,Experian Health,2016-05-24,2016-05-24,,AxiaMed House,,,
262653,Gateway,Verity Health - Seton Coastside Medical Center ,10007616 - Verity Health System,Experian Health,2016-05-24,2016-05-24,,AxiaMed House,,,
